emp_no,last_name,first_name,title
76727,Dusink,Valeri,Senior Engineer
76743,Simmel,Mechthild,Senior Staff
76749,Raoux,Luise,Staff
76750,Eastman,Tomoyuki,Technique Leader
76754,Roison,Sanjay,Senior Engineer
76759,Hammerschmidt,Zvonko,Staff
76760,Bale,Adib,Engineer
76761,Aloia,Raimond,Senior Staff
76764,Gien,Shuzo,Senior Engineer
76766,Maierhofer,Sariel,Senior Staff
76772,Garigliano,Gao,Senior Engineer
76775,Pietrzykowski,Arfst,Senior Engineer
76786,Karlin,Tomofumi,Senior Engineer
76809,Zhiwei,Sariel,Senior Engineer
76811,Kushner,Ronnie,Staff
76813,Pietrzykowski,Tua,Senior Engineer
76816,Terlouw,Aamod,Engineer
76822,Gniady,Rafail,Senior Engineer
76825,Zaumen,Sasan,Senior Engineer
76843,Bhattacharjee,Dmitri,Senior Engineer
76853,Puppo,Sanjit,Senior Engineer
76878,Turnbull,Abdelwaheb,Staff
76886,Makrucki,Shaw,Senior Engineer
76895,Meriste,Souichi,Senior Engineer
76897,Bamford,Achilleas,Engineer
76899,Comte,Hongzhu,Senior Engineer
76905,Rajcani,Honesty,Staff
76909,Luft,Samphel,Senior Engineer
76916,Morton,Yonghong,Senior Engineer
76923,Blokdijk,Shigehito,Senior Engineer
76957,Rosca,Saniya,Technique Leader
76961,Nishimukai,Luisa,Senior Engineer
76977,Stroustrup,Sigeru,Senior Staff
76979,Fiutem,Claude,Senior Staff
76985,Fontan,Amalendu,Senior Engineer
77002,Ratnakar,Aran,Senior Engineer
77005,Rosin,Hercules,Staff
77014,Redmiles,Barry,Technique Leader
77039,Walston,Susanta,Senior Engineer
77043,Argence,Shaibal,Senior Staff
77052,Hagimont,Pohua,Engineer
77059,Slobodova,Garnik,Senior Staff
77060,Kleiser,Menkae,Engineer
77067,Tokunaga,Cheong,Senior Engineer
77068,Rattan,Leucio,Senior Engineer
77081,Fritzsche,Rance,Senior Staff
77089,Wrigley,Renee,Senior Engineer
77100,Baaleh,Mihalis,Senior Engineer
77102,Hettesheimer,Gad,Senior Staff
77138,Karner,Haldun,Staff
77144,Milicia,Gill,Senior Staff
77147,Baez,Elrique,Engineer
77159,Awdeh,Naftaly,Senior Staff
77173,Merey,Sachem,Senior Staff
77179,Garigliano,Gonzalo,Staff
77181,Irland,Aiman,Senior Engineer
77184,Kusakari,Vatsa,Senior Engineer
77186,Crooks,Irene,Senior Staff
77193,Benzmuller,Keiichiro,Engineer
77195,Birrer,Owen,Senior Staff
77196,Benner,Lillian,Senior Staff
77201,Butner,Kiyotoshi,Staff
77205,Nivat,Toshiki,Senior Staff
77208,Malabarba,Bartek,Technique Leader
77211,Msuda,Kasturi,Senior Staff
77212,Einsfeld,Shaowen,Technique Leader
77218,Hettesheimer,Zhilian,Engineer
77225,Cannard,Tomokazu,Senior Engineer
77231,Luft,Yuqun,Senior Engineer
77232,Krogh,Kinh,Senior Staff
77234,Krohm,Kazuhisa,Senior Engineer
77241,Sommen,Uri,Senior Engineer
77244,Docker,Garnet,Staff
77263,Keustermans,Arto,Senior Staff
77279,Burnard,Xuejun,Staff
77292,Roccetti,Berhard,Engineer
77295,Taubman,Weijing,Senior Staff
77297,Zumaque,Wanqing,Staff
77302,Reinhart,Lihong,Senior Engineer
77314,Fabrizio,Augustine,Senior Engineer
77316,Milicic,Peternela,Senior Engineer
77324,Isaac,Gila,Senior Staff
77325,Brickell,Feiyu,Senior Staff
77331,Restivo,Jolita,Senior Staff
77334,Hegner,Jaber,Engineer
77344,Lorch,Gian,Technique Leader
77346,Walston,Shir,Senior Staff
77349,Butterworth,Goncalo,Senior Staff
77359,Dengi,Anneke,Staff
77365,Haddadi,Elvia,Senior Staff
77374,Greibach,Laurentiu,Senior Engineer
77378,Crelier,Zissis,Senior Engineer
77386,McFarlan,Bowen,Senior Staff
77390,Larfeldt,Gully,Senior Staff
77391,Polupanov,JiYoung,Technique Leader
77394,Wielonsky,Mary,Senior Engineer
77406,Choobineh,Surveyors,Senior Engineer
77414,Lienhardt,Kwun,Senior Engineer
77420,Masand,Jiakeng,Senior Engineer
77438,Engberts,Dekang,Senior Engineer
77441,Luca,Sachio,Senior Engineer
77455,Coullard,Atilio,Senior Engineer
77458,Cannard,Subhankar,Senior Engineer
77460,Usdin,Kiam,Senior Engineer
77466,Matzel,Takahiro,Senior Engineer
77469,Lanzelotte,Constantino,Senior Staff
77475,Ouhyoung,Chinho,Senior Engineer
77481,Picel,Kitty,Senior Staff
77500,Iwayama,Takahira,Senior Staff
77531,Czaja,Padma,Engineer
77535,Codenie,Yonghong,Senior Staff
77538,Remmers,Masadi,Senior Engineer
77540,Werthner,Tse,Senior Engineer
77541,Furudate,Hideo,Senior Engineer
77545,Paciorek,Gopalakrishnan,Senior Engineer
77551,Ossenbruggen,Lansing,Senior Staff
77554,Iisaka,Troy,Senior Engineer
77558,Welham,Ranga,Senior Engineer
77562,Openshaw,Gianluca,Senior Engineer
77568,Peck,Erzsebet,Senior Staff
77571,Coorg,Odoardo,Senior Staff
77573,Barriga,Gro,Senior Staff
77599,Rosca,Gudjon,Senior Staff
77601,Toyoshima,Frederique,Senior Staff
77610,Kadhim,Sanjeeva,Senior Engineer
77613,Frijda,Stabislas,Staff
77615,Krupka,Jianwen,Staff
77623,Anger,Takushi,Senior Engineer
77641,Nishimukai,Berni,Senior Staff
77644,Swen,Ziva,Senior Engineer
77650,Bennis,Idoia,Senior Engineer
77653,Chartres,Geraldo,Engineer
77659,Sridhar,Owen,Senior Staff
77663,Lamma,Taiji,Senior Engineer
77665,Fargier,Paddy,Engineer
77675,Domenig,Mohua,Senior Staff
77689,Swan,Abdelkader,Senior Staff
77691,Showalter,Christoper,Staff
77702,Jiang,Barna,Senior Staff
77712,Casley,Hercules,Senior Staff
77722,Denti,Bodo,Senior Staff
77741,Felcyn,Claude,Senior Staff
77743,Pollacia,Fen,Senior Staff
77746,Lanzelotte,Yuqun,Senior Staff
77749,Bharadwaj,Mayumi,Senior Engineer
77763,Mitchem,Mahmut,Senior Staff
77768,Picel,Tokuyasu,Senior Engineer
77770,Przulj,Gen,Senior Engineer
77803,Schwartzburd,Armond,Senior Staff
77814,Otillio,Ferdinand,Senior Engineer
77829,Parfitt,Flemming,Staff
77838,Piazza,Shuzo,Senior Engineer
77847,Haumacher,Aron,Senior Engineer
77852,Parascandalo,Niranjan,Senior Staff
77856,Crelier,Basil,Staff
77869,Swick,Masamitsu,Senior Engineer
77884,Pollacia,Danel,Senior Engineer
77893,Wegerle,Kien,Senior Engineer
77898,Christianini,Yuchang,Senior Engineer
77908,Shimshoni,Frederique,Senior Engineer
77915,Schnelling,Shimshon,Senior Staff
77923,Schrooten,Kasidit,Senior Staff
77926,Thibadeau,Herbert,Senior Engineer
77936,Azevdeo,Horward,Senior Engineer
77948,Merks,Demin,Senior Staff
77949,Dusink,Koichi,Engineer
77956,Binding,Mona,Senior Staff
77974,Shihab,Fei,Senior Engineer
77975,Christ,Chikako,Senior Staff
77980,Sidje,Yongmin,Senior Staff
77988,Gyimothy,Tze,Senior Engineer
78006,Rosca,Palash,Technique Leader
78014,Ressouche,Gay,Senior Engineer
78038,Sooriamurthi,Dmitry,Senior Staff
78039,Heemskerk,Genki,Senior Staff
78043,Ozeri,Constantijn,Senior Engineer
78048,Jumpertz,Jaewoo,Senior Staff
78082,Fontan,Dung,Senior Engineer
78085,Gargeya,Bingning,Senior Engineer
78102,Welham,Kristinn,Senior Staff
78111,Ushiama,Teunis,Senior Staff
78116,Beerel,Tokuyasu,Senior Staff
78152,Spelt,Zhongwei,Senior Staff
78153,Akiyama,Kwan,Senior Engineer
78155,Alvarado,Hironoby,Senior Engineer
78168,Kushnir,Yinlin,Senior Engineer
78181,Papastamatiou,Ramya,Engineer
78185,Klassen,Mamdouh,Senior Engineer
78195,Hofting,Suvo,Senior Engineer
78212,Ligten,Zito,Senior Engineer
78225,Ishibashi,Mircea,Engineer
78226,Potthoff,Yannis,Senior Engineer
78229,Kalafatis,Tonia,Senior Engineer
78245,Bashian,Kankanahalli,Senior Engineer
78251,Conti,Subbu,Staff
78252,Rosti,Shahaf,Senior Staff
78253,Erie,Jacopo,Senior Engineer
78271,Dayang,Gennady,Senior Engineer
78273,Verhoeff,Mona,Senior Staff
78310,Chaudhury,Aria,Senior Engineer
78313,Stassinopoulos,Branimir,Senior Staff
78321,Monkewich,Van,Senior Engineer
78327,Stranks,Tetsushi,Senior Staff
78328,Gruenwald,Berto,Senior Engineer
78331,Erol,Guozhong,Senior Staff
78332,Beausoleil,Sachio,Senior Engineer
78348,Serov,Guoxiang,Senior Engineer
78350,Kobara,Eric,Senior Staff
78373,Schlumberger,Aimee,Senior Engineer
78385,Hasenauer,Syozo,Senior Engineer
78387,Lunt,Chaosheng,Senior Staff
78397,Kulisch,Sham,Senior Engineer
78402,Heering,Seongbin,Senior Engineer
78403,Muntz,Heping,Senior Engineer
78410,Albarhamtoshy,Sreenivas,Senior Engineer
78419,Azadmanesh,Unal,Senior Engineer
78427,Merks,Zeljko,Senior Engineer
78429,Andreotta,Chinhyun,Technique Leader
78436,Schaap,Arne,Senior Engineer
78438,Vuskovic,Susanne,Senior Staff
78441,Beetstra,Abdulla,Senior Engineer
78444,Peot,Rafols,Senior Engineer
78445,Baar,Lein,Senior Staff
78447,Bahk,Chiranjit,Staff
78452,Walstra,Hironoby,Senior Engineer
78454,Marciano,Masaki,Senior Staff
78460,Swiss,Guttorm,Senior Engineer
78463,Kaelbling,Zita,Senior Engineer
78474,Belinskaya,Youssef,Senior Engineer
78475,Renear,Lakshmi,Technique Leader
78488,Morton,Toshimori,Senior Engineer
78493,Basagni,Kaijung,Technique Leader
78508,Pluym,Val,Senior Staff
78511,Mitina,Pramod,Senior Engineer
78515,Sury,Otilia,Senior Staff
78524,Bahk,Zhiwei,Senior Staff
78542,Matzat,Atilio,Senior Engineer
78551,Cooman,Lobel,Technique Leader
78561,Birke,Perry,Senior Engineer
78571,Munch,Sandeepan,Senior Engineer
78573,Rosiles,Berry,Senior Staff
78583,Oskamp,Rafols,Senior Engineer
78589,Schaft,Kazuhisa,Senior Staff
78598,Garnier,Xiaopeng,Senior Staff
78618,Peres,Teiji,Engineer
78622,Chepyzhov,Rosita,Senior Staff
78629,Muniz,Geoff,Senior Staff
78649,Lorys,Gino,Senior Staff
78692,Nollmann,Turgut,Senior Engineer
78693,Luce,Xinan,Staff
78697,Stavenow,Troy,Staff
78710,Benantar,Theirry,Senior Engineer
78715,Ozeri,Heeju,Senior Engineer
78738,Jervis,Masadi,Senior Staff
78745,Peris,Subbu,Staff
78755,Christianini,Emran,Staff
78777,Henders,Goetz,Senior Engineer
78779,Warwick,Xuejun,Senior Engineer
78784,Speek,Udo,Senior Engineer
78794,Rajaraman,Fun,Senior Staff
78802,Garigliano,Vojin,Senior Staff
78814,Pollock,Kasidit,Senior Engineer
78819,Compeau,Vojin,Senior Staff
78836,Janocha,Tiina,Senior Staff
78841,Flasterstein,Aloys,Senior Staff
78852,Vuskovic,Kazunori,Senior Staff
78863,Chinen,Arie,Staff
78866,Rusmann,Olivera,Senior Staff
78888,Lung,Shimshon,Senior Staff
78907,Detkin,Georgi,Senior Engineer
78908,Molenaar,Arne,Staff
78932,Marquardt,Yannis,Senior Staff
78938,Krybus,Kerhong,Senior Staff
78940,Steenbeek,Thodoros,Senior Engineer
78979,Wolniewicz,Gurbir,Senior Engineer
78990,Engelmann,Toshiki,Senior Engineer
79002,Pappas,Lena,Senior Engineer
79010,Pusterhofer,Marsal,Engineer
79026,Frijda,Armond,Senior Engineer
79031,Arlazarov,Morris,Senior Engineer
79037,Encarnacion,Ewing,Senior Engineer
79041,Barvinok,Pranav,Staff
79042,Narwekar,Iara,Senior Engineer
79049,Besancenot,Lijie,Senior Staff
79057,Pelc,Chikako,Engineer
79064,Coors,Kenroku,Engineer
79072,Cochrane,Nevio,Senior Engineer
79073,Bhattacharjee,Almudena,Senior Staff
79090,Rajaraman,Shigenori,Senior Engineer
79100,Schlegelmilch,Kiyotoshi,Senior Staff
79110,Vecchi,Aiichiro,Engineer
79114,Baranowski,Jessie,Engineer
79117,Coors,Selwyn,Senior Engineer
79119,Maccarone,Navid,Senior Engineer
79131,Speer,Tayeb,Engineer
79140,Gyorkos,Huiqun,Senior Engineer
79145,Domenig,Oscar,Senior Staff
79158,Merro,Georgi,Senior Staff
79177,Herbst,Mooi,Technique Leader
79178,Worfolk,Danae,Senior Engineer
79183,Lamba,Mingsen,Senior Staff
79203,Reinhart,Gilbert,Senior Engineer
79204,Lund,Juyoung,Senior Staff
79210,Antonakopoulos,Mansur,Senior Engineer
79218,Luce,Rosita,Engineer
79219,Irland,Yaghout,Senior Engineer
79247,Beetstra,Yinlin,Senior Engineer
79251,Taubenfeld,Gennady,Senior Staff
79264,Demizu,Chaosheng,Senior Engineer
79265,Kenevan,Lokesh,Senior Staff
79267,Rebaine,Chinhyun,Senior Engineer
79285,Lieblein,Bingning,Engineer
79290,Perelgut,Mohit,Engineer
79320,Ramsay,Hausi,Senior Engineer
79323,Feinberg,Zhiwei,Senior Staff
79338,Kading,Boaz,Engineer
79348,Gire,Mari,Technique Leader
79367,Kandlur,Shir,Engineer
79369,Collette,Jianwen,Staff
79376,Kragelund,Faiza,Senior Staff
79390,Shigei,Bernt,Staff
79391,Garnham,Gritta,Senior Engineer
79401,Bage,Zvonko,Senior Staff
79409,Pluym,Kayoko,Senior Engineer
79411,Beidas,Akemi,Senior Staff
79429,Swab,Koldo,Engineer
79432,Gerteisen,Younwoo,Senior Staff
79434,Byoun,Claudi,Senior Engineer
79442,McClurg,Yannis,Senior Staff
79446,Pettis,Filipe,Technique Leader
79449,Stavenow,Tonny,Engineer
79463,Hennebert,Mizuhito,Senior Staff
79470,Schmittgen,Sadegh,Senior Engineer
79473,Ellozy,Denny,Technique Leader
79477,Gronowski,Teruyuki,Senior Staff
79486,Garigliano,Mitchel,Senior Engineer
79488,Shumilov,Yolla,Senior Engineer
79505,Farrel,Sariel,Senior Engineer
79509,Akiyama,Vitaly,Senior Staff
79563,Chleq,Golgen,Senior Staff
79566,Peron,Fumino,Senior Staff
79567,Willoner,Karoline,Senior Engineer
79590,Ariola,Jiakeng,Senior Staff
79612,Monarch,Jaewon,Senior Engineer
79644,Lindenbaum,Radoslaw,Technique Leader
79668,Eterovic,Kyoichi,Technique Leader
79669,Meszaros,Premsyl,Assistant Engineer
79681,Panwar,Demin,Senior Engineer
79684,Janocha,JiYoung,Senior Staff
79688,Billingsley,Gift,Senior Engineer
79696,Vadhan,Gopalakrishnan,Senior Engineer
79703,Einsfeld,Remco,Senior Engineer
79704,Neiman,Ipke,Engineer
79708,Baak,Yechiam,Senior Staff
79735,Conti,Hideo,Technique Leader
79748,Beutelspacher,George,Senior Engineer
79750,Benzmuller,Jongsuk,Senior Staff
79761,Encarnacion,Prasadram,Senior Engineer
79765,Danecki,Gonzalo,Senior Staff
79766,Swiler,Fox,Engineer
79772,Gulik,Xiaoqiu,Senior Staff
79779,Orlowska,Stella,Senior Engineer
79783,Szilard,Thodoros,Senior Engineer
79789,Crelier,Kotesh,Senior Engineer
79794,Rissland,Yaghout,Senior Staff
79811,Krohm,Tze,Senior Staff
79833,Homond,Yongdong,Senior Engineer
79834,Wuwongse,Guiseppe,Senior Staff
79839,Bolotov,Khue,Senior Engineer
79855,Constantine,Gudjon,Senior Engineer
79858,Marzano,Mansur,Senior Engineer
79876,Feinberg,Randy,Senior Staff
79879,Schaap,Masako,Senior Staff
79900,Luck,Mong,Senior Staff
79906,Waterhouse,Tomoyuki,Senior Staff
79910,Honglei,Gad,Senior Staff
79911,Zaumen,Heather,Senior Engineer
79921,Cochrane,Hatim,Senior Engineer
79958,Versino,Xinglin,Senior Engineer
79972,Thummel,Abdelghani,Senior Staff
79973,Socorro,Zine,Senior Staff
79979,Papsdorf,Yunming,Senior Engineer
79991,Czap,Yahiko,Senior Engineer
79999,Jakobus,Chuanti,Senior Engineer
80031,Bach,Wayne,Senior Engineer
80032,Isaac,Yurij,Senior Staff
80038,Gewali,Vitaly,Technique Leader
80046,Yemenis,Zhanqiu,Engineer
80070,Thisen,Mana,Senior Staff
80072,Kampfer,Erzsebet,Staff
80087,Mitchem,Gully,Technique Leader
80092,Wilharm,Yucel,Senior Engineer
80098,Kusakabe,True,Senior Staff
80128,Ushiama,Genta,Senior Engineer
80129,Fargier,Hairong,Senior Staff
80130,Waschkowski,Jinya,Senior Staff
80131,Schurmann,Gill,Staff
80132,Hedayat,Nidapan,Senior Engineer
80136,Berstel,Gaurav,Senior Engineer
80137,Vuskovic,Kiyokazu,Senior Staff
80144,Dechter,Boutros,Senior Engineer
80156,Pleszkun,Terresa,Senior Engineer
80159,Rijckaert,Jiafu,Senior Staff
80160,Oberman,Nigel,Technique Leader
80166,Murrill,Monique,Senior Engineer
80171,Zykh,Kshitij,Technique Leader
80183,Munke,Mats,Senior Staff
80184,Couchot,Pintsang,Senior Staff
80186,Huttel,Tayeb,Senior Engineer
80195,Peral,Sorina,Senior Staff
80198,Anger,Yefim,Senior Staff
80200,Ghazalie,Yurii,Engineer
80207,Matzov,Yifei,Senior Staff
80208,Samarati,Elvia,Technique Leader
80223,Einsfeld,Sadegh,Senior Engineer
80224,Zaiane,Reinhard,Senior Staff
80225,Malabarba,Shridhar,Senior Staff
80227,Braunschweig,Kerryn,Senior Engineer
80251,Kitai,Yoshinari,Senior Engineer
80258,Hiyoshi,Hirochika,Senior Staff
80259,Siprelle,Haldon,Engineer
80263,Etalle,Gilbert,Senior Engineer
80270,Jonsson,Fen,Senior Staff
80288,Rousseau,Teiji,Senior Engineer
80318,Schneeberger,Angus,Senior Engineer
80332,Masand,Behnaam,Senior Staff
80358,Huhdanpaa,Mong,Senior Engineer
80370,Weiland,Honesty,Senior Engineer
80372,Khasidashvili,Aleksandar,Staff
80375,Peac,Atreye,Senior Engineer
80389,Rosiles,Pasqua,Engineer
80429,Suermann,Prodip,Senior Staff
80439,Calkin,Jolita,Senior Engineer
80451,Undy,Raimond,Senior Engineer
80455,Murrill,Guther,Senior Engineer
80456,Gire,Aemilian,Senior Engineer
80466,Bala,Takahiro,Staff
80479,Kragelund,Sanjay,Senior Staff
80489,Billawala,Mani,Senior Engineer
80498,Pokrovskii,Arve,Senior Staff
80520,Crelier,Lijie,Senior Engineer
80546,Matzel,Fuqing,Senior Staff
80550,Cullers,Candida,Senior Engineer
80561,Solovay,Visit,Senior Engineer
80570,Zykh,Martial,Senior Engineer
80600,Werthner,Yongdong,Senior Engineer
80611,Sifakis,Pramod,Senior Engineer
80617,Kugler,Prodip,Senior Engineer
80620,Gischer,Filipe,Senior Staff
80637,Larfeldt,Eishiro,Senior Staff
80639,Mahnke,Uma,Senior Engineer
80653,Kavanagh,Chiranjit,Senior Engineer
80665,Angot,Angel,Senior Staff
80681,DasSarma,Gina,Senior Engineer
80684,VanScheik,Takanari,Senior Staff
80687,Calkin,Pradeep,Senior Engineer
80689,Conta,Hitofumi,Senior Engineer
80705,Shackel,Josyula,Technique Leader
80717,Frijda,Valdiodio,Senior Staff
80721,Delgrossi,Katsuyuki,Senior Staff
80722,Bage,Yechiam,Senior Staff
80724,Casperson,Yongdong,Senior Staff
80740,Kermarrec,Shuzo,Senior Engineer
80744,Bauknecht,Badri,Staff
80746,Jahnichen,Keiichiro,Senior Engineer
80751,Swan,Zhensheng,Senior Engineer
80768,Janocha,Shounak,Technique Leader
80774,Pollacia,Vishv,Senior Engineer
80781,Danner,Xudong,Senior Engineer
80790,Unno,Stepehn,Senior Engineer
80791,Molenkamp,Takahiro,Senior Engineer
80801,Ambroszkiewicz,Bluma,Senior Staff
80805,Lorin,Mabo,Senior Engineer
80810,Merkl,Khalid,Senior Staff
80833,Demri,Jaihie,Senior Engineer
80834,Reinhart,Sham,Senior Engineer
80838,Ruemmler,Cheong,Senior Staff
80844,Hellwagner,Brigham,Technique Leader
80851,Escriba,Sastry,Senior Engineer
80852,Randt,Yannis,Technique Leader
80853,Bashian,Claude,Senior Staff
80859,Krychniak,Ottavia,Senior Engineer
80862,Improta,Serenella,Senior Staff
80869,Randi,Ishfaq,Senior Engineer
80873,Nishimukai,Marsal,Senior Staff
80894,Georgakopoulos,Kousuke,Senior Engineer
80896,Hardjono,Paloma,Senior Staff
80903,Dulin,Yakichi,Senior Engineer
80923,Kavanagh,Yaghout,Senior Staff
80929,Kading,Nevio,Senior Staff
80935,Birke,Terresa,Senior Engineer
80937,Jiang,Chikako,Senior Staff
80940,Smeets,Kazuhiko,Senior Engineer
80955,Fioravanti,Marc,Senior Staff
80962,Broder,Ute,Senior Staff
80971,Rijckaert,Mountaz,Senior Engineer
80977,Danner,Mana,Senior Engineer
80980,Stentiford,Hyuncheol,Senior Staff
80981,Niizuma,Fumitake,Assistant Engineer
80987,Gulla,Zito,Senior Engineer
80991,Schreiter,Marco,Senior Staff
80998,Lampe,Leandro,Senior Engineer
81000,Thisen,Neelam,Senior Engineer
81001,Krider,Toshimori,Senior Staff
81007,Rande,Mototsugu,Staff
81015,Breugel,Marke,Senior Engineer
81035,Boreale,Hsiangchu,Senior Staff
81036,Fargier,Alassane,Technique Leader
81047,Dulay,Masaki,Senior Engineer
81050,Sridhar,Moti,Senior Engineer
81052,Levergood,Ziya,Staff
81068,Ecklund,Uno,Senior Engineer
81070,Rosaz,Mariangiola,Senior Engineer
81079,Mellouli,Nahla,Senior Staff
81142,Zastre,Heon,Senior Staff
81149,Georg,Tianruo,Engineer
81152,Junet,Macha,Senior Engineer
81158,Percebois,Filipp,Senior Engineer
81166,Przulj,Tayeb,Senior Staff
81167,Francisci,Yurij,Senior Staff
81177,Berendt,Bodh,Assistant Engineer
81185,Kossowski,Takushi,Senior Engineer
81189,Broomell,Serge,Senior Staff
81201,Knightly,Werner,Senior Staff
81207,Hofstetter,Barry,Senior Engineer
81208,Rindone,Sumant,Senior Engineer
81218,Impagliazzo,Nectarios,Senior Engineer
81245,Krzyzanowski,Matk,Engineer
81264,Erdmenger,Dannz,Senior Staff
81271,Bade,Kendra,Senior Staff
81286,Fontet,Richara,Senior Staff
81292,Copas,Ortrun,Senior Engineer
81299,Ghemri,Visit,Senior Staff
81303,Berstel,Ghassan,Senior Staff
81324,Rossi,Marl,Engineer
81329,Gire,Divine,Senior Engineer
81338,Erol,Xiaoqiang,Senior Staff
81340,Poehlman,Baocai,Senior Staff
81344,Hiraishi,Leif,Engineer
81358,Quadeer,Premal,Senior Staff
81368,Ghemri,Frederique,Senior Engineer
81376,Fabrizio,Gunilla,Senior Engineer
81398,Gulak,Hyuncheol,Technique Leader
81401,Kaltofen,Monique,Senior Staff
81407,Rosin,Hsiangchu,Senior Staff
81408,Picaronny,Atreye,Senior Staff
81411,Stenning,Eben,Senior Engineer
81412,Menyhert,Zhenhua,Senior Staff
81430,Milicia,Jackson,Senior Staff
81432,Veldwijk,Hideyuki,Senior Engineer
81438,McClure,Mack,Senior Engineer
81440,Melski,Fumitake,Senior Engineer
81449,Halloran,Arve,Senior Staff
81466,Krone,Zejun,Senior Engineer
81468,Bodoff,Aiman,Senior Engineer
81479,Vuskovic,Girolamo,Senior Engineer
81494,Litzkow,Hatsukazu,Technique Leader
81503,Rabejac,Kolar,Senior Engineer
81508,Janocha,Bokyung,Senior Staff
81509,Trachtenberg,Munehiko,Senior Engineer
81510,Penttonen,Mamdouh,Senior Staff
81517,Reutenauer,Xiong,Senior Staff
81527,Bouloucos,Arnd,Senior Staff
81537,Pezzoli,Beshir,Senior Staff
81543,Ishibashi,Jianhui,Senior Staff
81549,Leslie,Takahira,Senior Engineer
81553,Fortenbacher,Adin,Senior Staff
81564,Michaels,Martijn,Senior Engineer
81572,DiGiano,Ingemar,Senior Engineer
81587,Pluym,Mani,Senior Engineer
81589,Wilfing,Bernd,Senior Engineer
81592,Rehfuss,Monique,Senior Staff
81594,Spinelli,Saddek,Technique Leader
81599,Emmerich,Oldrich,Senior Staff
81603,Zuberek,Suzette,Senior Staff
81645,Reinhart,Jasminko,Senior Engineer
81648,Doering,Jungsoon,Senior Engineer
81649,Krohn,Xuedong,Senior Staff
81653,Brobst,Adit,Senior Engineer
81658,Pearson,Rosine,Senior Engineer
81660,Schaap,Arno,Senior Staff
81672,Aloia,Kazuhito,Engineer
81676,Wrigley,Sham,Senior Staff
81710,Hennings,Girolamo,Senior Staff
81717,Anguita,Toney,Senior Staff
81730,DuBourdieux,Sergi,Senior Staff
81747,Tanemo,Vitali,Staff
81751,Salinas,Ulises,Staff
81755,Beeson,Peer,Senior Staff
81767,Matzov,Augustine,Senior Staff
81785,Rando,Patricia,Senior Staff
81805,Bail,Gianluca,Senior Engineer
81810,Schaap,Baruch,Technique Leader
81815,Kuhnemann,Chaitali,Senior Engineer
81817,Aloia,Demos,Senior Engineer
81839,Curless,Leah,Senior Engineer
81847,Figueira,Ymte,Senior Engineer
81849,Bednarek,Debatosh,Senior Staff
81851,Heystek,Dante,Senior Engineer
81856,Maierhofer,Masamitsu,Senior Staff
81861,Walstra,Tesuro,Senior Engineer
81872,Pashtan,Shin,Engineer
81876,Shackell,Chenye,Senior Staff
81896,Bashian,Kwan,Senior Engineer
81900,Bernatsky,Mario,Senior Engineer
81907,Merkl,Jouko,Staff
81940,Siksek,Ioana,Senior Engineer
81973,Panienski,Shigenori,Senior Staff
81981,Welham,Weicheng,Engineer
81988,Pews,Lene,Senior Staff
81998,Iwayama,Mari,Senior Staff
81999,Vigier,Mabhin,Senior Staff
82002,Farris,King,Senior Staff
82003,Tomescu,Saeko,Senior Engineer
82014,Ariola,Quingbo,Senior Engineer
82024,Grospietsch,Yongqiao,Senior Engineer
82027,Ellozy,Henk,Senior Staff
82040,Velasco,Avishai,Senior Engineer
82045,Bolsens,Tse,Senior Engineer
82052,Rahier,Lidong,Senior Staff
82059,Ecklund,Satosi,Senior Staff
82060,Michaeli,Arvind,Engineer
82063,Plump,Shaunak,Engineer
82065,Anger,Christophe,Senior Engineer
82066,Birch,Masasuke,Senior Staff
82107,Heping,Gunilla,Senior Staff
82110,Gecsel,Vugranam,Senior Staff
82116,Shiratori,Chiradeep,Senior Engineer
82123,Dayana,Tokuyasu,Senior Engineer
82131,Kulisch,Mayuko,Senior Staff
82137,Thibadeau,Panayotis,Senior Staff
82139,Zucker,Satoru,Senior Engineer
82144,Dusink,Marek,Senior Staff
82145,Pagter,Zhongwei,Staff
82151,Terekhov,Keiichiro,Senior Staff
82162,Kroft,Shigeo,Senior Engineer
82187,Marakhovsky,Stevo,Senior Staff
82194,Eastman,Geoff,Senior Engineer
82206,Majewski,Yishay,Senior Engineer
82211,Melter,Sugwoo,Senior Engineer
82222,Luit,Sampalli,Senior Engineer
82227,Sethi,Xiaocheng,Senior Engineer
82234,Woycyznski,Christoper,Senior Engineer
82237,Zaccaria,Shen,Senior Staff
82252,Edelhoff,Kwangyoen,Senior Engineer
82255,Sudbeck,Amabile,Senior Staff
82257,Linares,Hugo,Engineer
82263,Haumacher,Vishv,Staff
82276,Genin,Frederique,Senior Staff
82278,Murillo,Tomokazu,Senior Staff
82295,Parfitt,Manohar,Engineer
82305,Biros,Mahmut,Senior Engineer
82309,Ramsak,Hideyuki,Senior Staff
82310,Panangaden,Jinxi,Senior Engineer
82318,Hashii,Branimir,Senior Staff
82324,Knightly,Ashish,Staff
82339,Schrift,Jeanna,Senior Engineer
82349,Birjandi,Tsz,Senior Staff
82350,Stifter,Nahla,Senior Engineer
82354,Trogemann,Badri,Senior Staff
82367,Halloran,Miyeon,Staff
82371,Erev,Frederique,Senior Staff
82379,Bala,Sanjai,Senior Engineer
82385,Biran,Sanjai,Staff
82388,Zucker,Munehiko,Senior Engineer
82391,McAffer,Mayuko,Senior Staff
