emp_no,last_name,title,from_date,birth_date,first_name,to_date
106764,Bernardinello,Staff,1986-03-12,1953-11-20,Bedrich,1995-03-12
106773,Simmel,Engineer,1986-02-11,1952-08-14,Tokuyasu,1992-02-11
106773,Simmel,Senior Engineer,1992-02-11,1952-08-14,Tokuyasu,9999-01-01
106795,Binding,Assistant Engineer,1990-09-21,1952-03-09,Arlette,1996-09-20
106795,Binding,Engineer,1996-09-20,1952-03-09,Arlette,9999-01-01
106797,Raoux,Engineer,1987-11-26,1955-02-21,Aran,1992-11-25
106797,Raoux,Senior Engineer,1992-11-25,1955-02-21,Aran,9999-01-01
106798,Dratva,Senior Engineer,1995-10-04,1953-02-13,Phillip,9999-01-01
106819,Coombs,Senior Staff,1997-08-20,1955-12-18,Takahira,9999-01-01
106819,Coombs,Staff,1988-08-20,1955-12-18,Takahira,1997-08-20
106836,Ghemri,Senior Staff,1993-03-11,1953-10-29,Yurii,9999-01-01
106838,Luke,Senior Staff,1999-01-17,1954-09-15,Hatem,9999-01-01
106843,Miara,Engineer,1985-03-06,1952-02-22,Mansur,1992-03-06
106843,Miara,Senior Engineer,1992-03-06,1952-02-22,Mansur,9999-01-01
106845,Niizuma,Engineer,1997-03-18,1953-06-20,Urs,9999-01-01
106868,Tagansky,Senior Engineer,1989-12-13,1954-01-09,Roselyn,9999-01-01
106869,Mullainathan,Senior Staff,2000-08-27,1952-02-08,Claudi,9999-01-01
106869,Mullainathan,Staff,1995-08-28,1952-02-08,Claudi,2000-08-27
106877,Hemaspaandra,Senior Staff,1993-05-21,1952-06-07,Temple,9999-01-01
106877,Hemaspaandra,Staff,1988-05-21,1952-06-07,Temple,1993-05-21
106897,Chaudhury,Senior Staff,1991-10-06,1953-09-13,Susanna,9999-01-01
106897,Chaudhury,Staff,1986-10-06,1953-09-13,Susanna,1991-10-06
106914,Zuberek,Senior Staff,1994-01-20,1955-05-29,Ayakannu,9999-01-01
106914,Zuberek,Staff,1987-01-20,1955-05-29,Ayakannu,1994-01-20
106928,Merks,Engineer,1991-12-12,1952-03-19,Hongzhu,1996-12-11
106928,Merks,Senior Engineer,1996-12-11,1952-03-19,Hongzhu,9999-01-01
106933,Rahimi,Senior Staff,1996-11-08,1953-04-03,Moni,9999-01-01
106933,Rahimi,Staff,1991-11-09,1953-04-03,Moni,1996-11-08
106935,Farrow,Senior Staff,1988-07-28,1954-06-22,Kazuhiko,9999-01-01
106942,Klassen,Senior Staff,1995-06-11,1954-10-28,Eckart,9999-01-01
106942,Klassen,Staff,1990-06-11,1954-10-28,Eckart,1995-06-11
106943,Pintelas,Engineer,1985-06-11,1953-07-15,Fai,1992-06-11
106943,Pintelas,Senior Engineer,1992-06-11,1953-07-15,Fai,9999-01-01
106946,Luiz,Senior Staff,1991-12-07,1955-10-03,Oksana,9999-01-01
106946,Luiz,Staff,1985-12-07,1955-10-03,Oksana,1991-12-07
106953,Riesenhuber,Senior Staff,1988-03-12,1953-09-09,Navid,9999-01-01
106981,Vilarrasa,Assistant Engineer,1985-06-09,1954-06-13,Maren,1992-06-09
106981,Vilarrasa,Engineer,1992-06-09,1954-06-13,Maren,1999-06-10
106981,Vilarrasa,Senior Engineer,1999-06-10,1954-06-13,Maren,9999-01-01
106985,Pfau,Engineer,1986-04-18,1955-03-21,Adhemar,1995-04-18
106985,Pfau,Senior Engineer,1995-04-18,1955-03-21,Adhemar,9999-01-01
106987,Gist,Senior Staff,1991-09-20,1952-12-21,Naftali,9999-01-01
106987,Gist,Staff,1985-09-20,1952-12-21,Naftali,1991-09-20
106994,Penttonen,Assistant Engineer,1985-07-16,1955-02-24,Becky,1990-07-16
106994,Penttonen,Engineer,1990-07-16,1955-02-24,Becky,1995-07-16
106994,Penttonen,Senior Engineer,1995-07-16,1955-02-24,Becky,9999-01-01
107000,Uchoa,Technique Leader,1987-03-28,1954-07-20,Bowen,9999-01-01
107018,Braunmuhl,Senior Engineer,1988-08-22,1953-03-19,Temple,9999-01-01
107019,Majewski,Senior Staff,1995-11-09,1952-08-22,Noritoshi,9999-01-01
107019,Majewski,Staff,1988-11-08,1952-08-22,Noritoshi,1995-11-09
107025,Sidje,Engineer,1988-07-13,1953-05-30,Geoff,1996-07-13
107025,Sidje,Senior Engineer,1996-07-13,1953-05-30,Geoff,9999-01-01
107032,Schlenzig,Senior Staff,1994-12-01,1952-07-30,Navid,9999-01-01
107032,Schlenzig,Staff,1987-12-01,1952-07-30,Navid,1994-12-01
107053,Macedo,Senior Staff,1987-06-27,1953-08-22,Chinho,9999-01-01
107077,Dichev,Engineer,1986-08-11,1954-02-14,Faiza,1995-08-11
107077,Dichev,Senior Engineer,1995-08-11,1954-02-14,Faiza,9999-01-01
107090,Ferretti,Engineer,1987-03-01,1953-04-24,Stein,1996-02-29
107090,Ferretti,Senior Engineer,1996-02-29,1953-04-24,Stein,9999-01-01
107101,Crabtree,Engineer,1997-04-24,1955-07-06,Moni,2002-04-24
107101,Crabtree,Senior Engineer,2002-04-24,1955-07-06,Moni,9999-01-01
107103,Schapire,Senior Staff,1989-07-27,1953-05-18,Ranga,9999-01-01
107110,Lodder,Engineer,1998-05-19,1954-04-16,Wonhee,9999-01-01
107113,VanScheik,Senior Staff,1994-07-15,1952-10-07,Sushant,9999-01-01
107113,VanScheik,Staff,1987-07-15,1952-10-07,Sushant,1994-07-15
107118,Skogmar,Senior Staff,1992-02-13,1954-02-02,Jordanka,9999-01-01
107118,Skogmar,Staff,1986-02-13,1954-02-02,Jordanka,1992-02-13
107119,Ouhyoung,Technique Leader,1989-05-03,1954-11-09,Brewster,9999-01-01
107131,Streng,Technique Leader,1988-07-12,1952-12-18,Lijie,9999-01-01
107134,Rosti,Engineer,1987-05-14,1952-08-22,Oscar,1994-05-14
107134,Rosti,Senior Engineer,1994-05-14,1952-08-22,Oscar,9999-01-01
107145,Zielinski,Senior Staff,1996-12-15,1952-12-05,Munehiko,9999-01-01
107145,Zielinski,Staff,1987-12-16,1952-12-05,Munehiko,1996-12-15
107160,Christianini,Engineer,1985-10-11,1952-04-13,Wayne,1994-10-11
107160,Christianini,Senior Engineer,1994-10-11,1952-04-13,Wayne,9999-01-01
107173,Luga,Engineer,1985-10-30,1955-04-24,Kellie,1990-10-30
107173,Luga,Senior Engineer,1990-10-30,1955-04-24,Kellie,9999-01-01
107205,Granlund,Senior Engineer,1989-02-24,1952-06-25,Kasturi,9999-01-01
107209,Zaiane,Senior Staff,2000-12-22,1954-02-07,Leszek,9999-01-01
107209,Zaiane,Staff,1995-12-23,1954-02-07,Leszek,2000-12-22
107245,Docker,Senior Staff,2002-05-05,1952-08-06,Horward,9999-01-01
107245,Docker,Staff,1996-05-05,1952-08-06,Horward,2002-05-05
107246,Naudin,Engineer,1985-03-08,1952-08-06,Eran,1990-03-08
107246,Naudin,Senior Engineer,1990-03-08,1952-08-06,Eran,9999-01-01
107254,Simmen,Senior Engineer,1997-06-16,1954-01-11,Dmitry,9999-01-01
107258,Zaumen,Staff,1999-03-25,1953-12-21,Parviz,9999-01-01
107262,Butterworth,Assistant Engineer,1991-08-04,1952-07-05,Feiyu,1997-08-03
107262,Butterworth,Engineer,1997-08-03,1952-07-05,Feiyu,9999-01-01
107264,Chinin,Engineer,1985-08-27,1954-08-14,Josyula,1994-08-27
107264,Chinin,Senior Engineer,1994-08-27,1954-08-14,Josyula,9999-01-01
107276,Badache,Engineer,1993-11-30,1955-11-30,Maja,2001-11-30
107276,Badache,Senior Engineer,2001-11-30,1955-11-30,Maja,9999-01-01
107285,Alameldin,Senior Staff,1992-10-01,1953-08-09,Valeri,9999-01-01
107285,Alameldin,Staff,1985-10-01,1953-08-09,Valeri,1992-10-01
107290,Jakobus,Engineer,1988-09-17,1954-03-17,Reinhard,1993-09-17
107290,Jakobus,Senior Engineer,1993-09-17,1954-03-17,Reinhard,9999-01-01
107292,Weiland,Senior Staff,1995-11-08,1952-08-03,Lokesh,9999-01-01
107292,Weiland,Staff,1986-11-08,1952-08-03,Lokesh,1995-11-08
107293,Ballarin,Staff,1999-02-16,1953-03-29,Haldon,9999-01-01
107307,Boyle,Senior Staff,1998-12-20,1954-11-26,Eberhardt,9999-01-01
107307,Boyle,Staff,1990-12-20,1954-11-26,Eberhardt,1998-12-20
107320,Chepyzhov,Engineer,1987-01-14,1953-12-24,Giordano,1995-01-14
107320,Chepyzhov,Senior Engineer,1995-01-14,1953-12-24,Giordano,9999-01-01
107329,Kavvadias,Senior Staff,2000-07-13,1953-01-18,Shigenori,9999-01-01
107329,Kavvadias,Staff,1995-07-14,1953-01-18,Shigenori,2000-07-13
107330,Bednarek,Staff,1999-09-23,1953-07-17,Navid,9999-01-01
107332,Emmart,Senior Staff,1987-05-22,1953-10-09,Dmitry,9999-01-01
107340,Peroz,Assistant Engineer,1991-10-04,1954-10-15,JiYoung,1997-10-03
107340,Peroz,Engineer,1997-10-03,1954-10-15,JiYoung,9999-01-01
107341,Garnick,Senior Staff,1995-05-17,1955-10-04,Felicidad,9999-01-01
107341,Garnick,Staff,1988-05-16,1955-10-04,Felicidad,1995-05-17
107346,Kobuchi,Senior Staff,1993-03-26,1953-01-02,Arto,9999-01-01
107346,Kobuchi,Staff,1985-03-26,1953-01-02,Arto,1993-03-26
107359,Lamma,Senior Staff,1992-12-04,1954-09-10,Xiong,9999-01-01
107359,Lamma,Staff,1987-12-05,1954-09-10,Xiong,1992-12-04
107380,Demos,Senior Staff,1997-11-21,1952-05-19,Matt,9999-01-01
107380,Demos,Staff,1992-11-21,1952-05-19,Matt,1997-11-21
107383,Pargas,Senior Staff,1999-10-21,1954-08-26,Heon,9999-01-01
107383,Pargas,Staff,1994-10-21,1954-08-26,Heon,1999-10-21
107386,Uhrig,Engineer,1997-03-10,1952-08-21,Nimmagadda,9999-01-01
107391,Steinauer,Engineer,1985-09-26,1953-01-20,Jaideep,1992-09-26
107391,Steinauer,Senior Engineer,1992-09-26,1953-01-20,Jaideep,9999-01-01
107392,Panangaden,Engineer,1987-06-12,1955-10-27,Chinho,1993-06-11
107392,Panangaden,Senior Engineer,1993-06-11,1955-10-27,Chinho,9999-01-01
107406,Bernick,Staff,1999-08-23,1953-12-18,Chanjung,9999-01-01
107409,Oskamp,Senior Staff,1994-01-25,1953-05-06,Junichi,9999-01-01
107409,Oskamp,Staff,1989-01-25,1953-05-06,Junichi,1994-01-25
107413,Markovitch,Engineer,1997-03-14,1954-10-09,Val,9999-01-01
107425,Bojadziev,Assistant Engineer,1985-03-04,1953-10-29,Khaled,1993-03-04
107425,Bojadziev,Engineer,1993-03-04,1953-10-29,Khaled,2001-03-04
107425,Bojadziev,Senior Engineer,2001-03-04,1953-10-29,Khaled,9999-01-01
107440,Dulli,Senior Engineer,1986-11-01,1955-05-03,Shimshon,9999-01-01
107452,Bharadwaj,Senior Staff,1986-12-24,1955-12-06,Shridhar,9999-01-01
107458,Taneja,Engineer,1987-06-26,1955-05-27,Zengping,1995-06-26
107458,Taneja,Senior Engineer,1995-06-26,1955-05-27,Zengping,9999-01-01
107466,Champarnaud,Technique Leader,1992-10-25,1954-10-24,Goo,9999-01-01
107474,Goodrum,Senior Staff,1993-02-23,1954-09-29,Taiji,9999-01-01
107474,Goodrum,Staff,1988-02-24,1954-09-29,Taiji,1993-02-23
107488,Swiler,Engineer,1997-04-24,1954-07-08,Moto,9999-01-01
107491,Dichev,Engineer,1987-01-20,1953-02-25,Paris,1993-01-19
107491,Dichev,Senior Engineer,1993-01-19,1953-02-25,Paris,9999-01-01
107500,Masada,Senior Staff,1998-11-22,1953-11-09,Karoline,9999-01-01
107500,Masada,Staff,1989-11-22,1953-11-09,Karoline,1998-11-22
107504,Hoppenstand,Engineer,1986-06-22,1955-09-01,Shao,1993-06-22
107504,Hoppenstand,Senior Engineer,1993-06-22,1955-09-01,Shao,9999-01-01
107506,Guting,Senior Engineer,1999-12-30,1954-08-14,Kenroku,9999-01-01
107508,Mapelli,Senior Staff,2000-12-19,1952-12-16,Rajmohan,9999-01-01
107508,Mapelli,Staff,1995-12-20,1952-12-16,Rajmohan,2000-12-19
107517,Nannarelli,Staff,1996-08-20,1952-08-01,Haldon,9999-01-01
107531,Kugler,Engineer,1988-08-06,1953-04-14,Marie,1996-08-06
107531,Kugler,Senior Engineer,1996-08-06,1953-04-14,Marie,9999-01-01
107540,Soloway,Senior Staff,1985-03-19,1952-07-28,Jaques,9999-01-01
107550,DasSarma,Engineer,1988-03-27,1952-09-03,Aris,1994-03-27
107550,DasSarma,Senior Engineer,1994-03-27,1952-09-03,Aris,9999-01-01
107553,Nittel,Senior Engineer,1987-12-23,1954-11-29,Janche,9999-01-01
107554,Conry,Senior Staff,1995-06-08,1954-05-17,Zvonko,9999-01-01
107554,Conry,Staff,1990-06-08,1954-05-17,Zvonko,1995-06-08
107570,Lueh,Senior Staff,1993-03-21,1955-11-14,Zine,9999-01-01
107570,Lueh,Staff,1985-03-21,1955-11-14,Zine,1993-03-21
107593,Schwaller,Engineer,1988-04-21,1952-11-18,Freyja,1993-04-21
107593,Schwaller,Senior Engineer,1993-04-21,1952-11-18,Freyja,9999-01-01
107597,Schaft,Senior Engineer,1992-12-01,1954-11-18,Vasilis,9999-01-01
107620,Katiyar,Engineer,1986-04-07,1953-02-19,Gift,1994-04-07
107620,Katiyar,Senior Engineer,1994-04-07,1953-02-19,Gift,9999-01-01
107623,Kilgour,Engineer,1988-05-25,1955-01-28,Yagil,1995-05-26
107623,Kilgour,Senior Engineer,1995-05-26,1955-01-28,Yagil,9999-01-01
107625,Schwabacher,Assistant Engineer,1998-09-09,1954-10-17,Quingbo,9999-01-01
107669,Kermarrec,Senior Engineer,1985-11-22,1952-07-14,Shirish,9999-01-01
107674,Saoudi,Senior Staff,1986-09-28,1954-05-01,Xuejia,9999-01-01
107682,Leonhardt,Engineer,1991-03-12,1954-10-06,Georgi,1998-03-12
107682,Leonhardt,Senior Engineer,1998-03-12,1954-10-06,Georgi,9999-01-01
107684,Chandrasekhar,Senior Staff,1992-11-05,1955-06-02,Uma,9999-01-01
107693,Bharadwaj,Staff,1995-07-09,1954-03-12,Kenton,9999-01-01
107695,Cmelik,Engineer,1988-02-12,1955-02-23,Babette,1997-02-11
107695,Cmelik,Senior Engineer,1997-02-11,1955-02-23,Babette,9999-01-01
107712,Birjandi,Senior Staff,1998-05-17,1952-11-25,Sumant,9999-01-01
107712,Birjandi,Staff,1989-05-17,1952-11-25,Sumant,1998-05-17
107718,Dehkordi,Engineer,1999-10-09,1955-07-01,Ibibia,9999-01-01
107732,Encarnacion,Engineer,1988-02-09,1955-04-02,Nigel,1994-02-08
107732,Encarnacion,Senior Engineer,1994-02-08,1955-04-02,Nigel,9999-01-01
107744,Karner,Senior Staff,1990-07-18,1954-12-19,Arno,9999-01-01
107744,Karner,Staff,1985-07-18,1954-12-19,Arno,1990-07-18
107746,Barbanera,Staff,1997-08-04,1954-05-06,Kish,9999-01-01
107747,Erman,Senior Staff,1986-11-25,1954-11-13,Cathie,9999-01-01
107748,Picht,Senior Staff,1996-04-12,1954-11-25,Serap,9999-01-01
107748,Picht,Staff,1987-04-13,1954-11-25,Serap,1996-04-12
107759,Coorg,Senior Staff,1991-12-21,1952-05-05,Golgen,9999-01-01
107759,Coorg,Staff,1986-12-21,1952-05-05,Golgen,1991-12-21
107764,Mersereau,Engineer,1997-12-30,1954-06-06,Moie,9999-01-01
107780,Gewali,Engineer,1988-06-06,1953-09-27,Masasuke,1997-06-06
107780,Gewali,Senior Engineer,1997-06-06,1953-09-27,Masasuke,9999-01-01
107782,Rajala,Senior Staff,1996-08-20,1955-06-06,Gadiel,9999-01-01
107782,Rajala,Staff,1988-08-20,1955-06-06,Gadiel,1996-08-20
107797,Strandh,Engineer,1991-09-28,1954-02-23,Wayne,1998-09-28
107797,Strandh,Senior Engineer,1998-09-28,1954-02-23,Wayne,9999-01-01
107800,Stenning,Assistant Engineer,1986-02-02,1953-07-20,Goncalo,1994-02-02
107800,Stenning,Engineer,1994-02-02,1953-07-20,Goncalo,2002-02-02
107800,Stenning,Senior Engineer,2002-02-02,1953-07-20,Goncalo,9999-01-01
107807,Granlund,Staff,1995-12-10,1954-11-14,Narain,9999-01-01
107809,Facello,Senior Staff,1990-02-03,1955-05-14,Mihalis,9999-01-01
107809,Facello,Staff,1985-02-03,1955-05-14,Mihalis,1990-02-03
107810,Trogemann,Engineer,1987-04-14,1955-02-17,Richara,1995-04-14
107810,Trogemann,Senior Engineer,1995-04-14,1955-02-17,Richara,9999-01-01
107816,Validov,Senior Engineer,1985-02-16,1953-08-20,Xinyu,9999-01-01
107822,Kroll,Senior Staff,1990-01-23,1954-03-09,Hatem,9999-01-01
107823,Bail,Senior Engineer,1985-08-06,1954-05-13,Nimmagadda,9999-01-01
107825,Hemaspaandra,Assistant Engineer,1986-06-13,1952-07-18,Shounak,1991-06-13
107825,Hemaspaandra,Engineer,1991-06-13,1952-07-18,Shounak,1996-06-12
107825,Hemaspaandra,Senior Engineer,1996-06-12,1952-07-18,Shounak,9999-01-01
107840,Hettesheimer,Engineer,1985-04-07,1952-11-30,Krister,1994-04-07
107840,Hettesheimer,Senior Engineer,1994-04-07,1952-11-30,Krister,9999-01-01
107892,Ambroszkiewicz,Engineer,1985-03-04,1953-11-06,Aral,1994-03-04
107892,Ambroszkiewicz,Senior Engineer,1994-03-04,1953-11-06,Aral,9999-01-01
107895,Pappas,Senior Staff,1995-11-05,1952-02-16,Toshimitsu,9999-01-01
107895,Pappas,Staff,1987-11-05,1952-02-16,Toshimitsu,1995-11-05
107901,Honiden,Senior Staff,1995-11-25,1955-05-23,Munir,9999-01-01
107901,Honiden,Staff,1987-11-25,1955-05-23,Munir,1995-11-25
107924,Georgakopoulos,Senior Staff,1987-11-10,1953-06-05,Achilleas,9999-01-01
107935,Walstra,Engineer,1994-08-11,1952-09-29,Odysseas,1999-08-11
107935,Walstra,Senior Engineer,1999-08-11,1952-09-29,Odysseas,9999-01-01
107937,Marzano,Senior Staff,2001-02-12,1954-11-18,Apostol,9999-01-01
107937,Marzano,Staff,1995-02-13,1954-11-18,Apostol,2001-02-12
107950,Birke,Senior Staff,1993-02-06,1952-04-23,Kagan,9999-01-01
107950,Birke,Staff,1985-02-06,1952-04-23,Kagan,1993-02-06
107955,Zhang,Senior Staff,2001-03-05,1953-05-05,Kauko,9999-01-01
107955,Zhang,Staff,1993-03-05,1953-05-05,Kauko,2001-03-05
107959,Sankaranarayanan,Senior Staff,1998-01-30,1953-06-28,Kenton,9999-01-01
107959,Sankaranarayanan,Staff,1990-01-30,1953-06-28,Kenton,1998-01-30
107982,Underwood,Senior Staff,1996-11-03,1955-03-13,Tsuneo,9999-01-01
107982,Underwood,Staff,1987-11-04,1955-03-13,Tsuneo,1996-11-03
107985,Cools,Technique Leader,1988-08-30,1953-10-19,Hausi,9999-01-01
107990,Puppo,Senior Staff,1993-05-10,1954-10-28,Christoper,9999-01-01
107990,Puppo,Staff,1988-05-10,1954-10-28,Christoper,1993-05-10
107996,Nitta,Senior Staff,1988-10-18,1952-11-23,Licheng,9999-01-01
107997,Perfilyeva,Senior Staff,1999-05-20,1953-07-16,Masoud,9999-01-01
107997,Perfilyeva,Staff,1994-05-20,1953-07-16,Masoud,1999-05-20
108018,Halevi,Engineer,1989-10-19,1952-10-09,Subhankar,1997-10-19
108018,Halevi,Senior Engineer,1997-10-19,1952-10-09,Subhankar,9999-01-01
108020,Norsworthy,Technique Leader,1997-10-14,1954-08-11,Marin,9999-01-01
108028,Hagimont,Engineer,1993-11-23,1953-10-20,Przemyslawa,2000-11-23
108028,Hagimont,Senior Engineer,2000-11-23,1953-10-20,Przemyslawa,9999-01-01
108048,Dredge,Staff,1999-03-07,1955-09-05,Zhenhua,9999-01-01
108050,Sommer,Engineer,1989-04-12,1954-03-03,Hairong,1995-04-12
108050,Sommer,Senior Engineer,1995-04-12,1954-03-03,Hairong,9999-01-01
108053,Nilsson,Senior Staff,2002-05-11,1953-09-02,Abdelghani,9999-01-01
108053,Nilsson,Staff,1997-05-11,1953-09-02,Abdelghani,2002-05-11
108064,Otillio,Engineer,1987-12-19,1954-05-26,Shimshon,1994-12-19
108064,Otillio,Senior Engineer,1994-12-19,1954-05-26,Shimshon,9999-01-01
108070,Bennis,Senior Staff,1995-02-26,1952-12-28,Khoa,9999-01-01
108070,Bennis,Staff,1989-02-26,1952-12-28,Khoa,1995-02-26
108078,Demian,Engineer,1997-05-31,1955-09-26,Horward,9999-01-01
108081,Dulli,Senior Staff,1992-05-05,1952-07-25,Lucien,9999-01-01
108081,Dulli,Staff,1986-05-06,1952-07-25,Lucien,1992-05-05
108092,Edelhoff,Engineer,1988-06-28,1954-09-04,Uzi,1993-06-28
108092,Edelhoff,Senior Engineer,1993-06-28,1954-09-04,Uzi,9999-01-01
108096,Bazzichi,Senior Engineer,1991-05-25,1955-06-25,Arun,9999-01-01
108109,Holburn,Engineer,1988-12-22,1954-07-17,Alassane,1995-12-23
108109,Holburn,Senior Engineer,1995-12-23,1954-07-17,Alassane,9999-01-01
108114,Kobara,Engineer,1987-08-28,1955-01-14,Leon,1992-08-27
108114,Kobara,Senior Engineer,1992-08-27,1955-01-14,Leon,9999-01-01
108119,Melton,Senior Engineer,1988-02-06,1952-04-19,Qingxiang,9999-01-01
108122,Terkki,Senior Staff,1985-05-15,1953-09-22,Moti,9999-01-01
108126,Shackell,Engineer,1986-12-18,1955-02-26,Izaskun,1993-12-18
108126,Shackell,Senior Engineer,1993-12-18,1955-02-26,Izaskun,9999-01-01
108137,Ermel,Engineer,1999-04-07,1954-03-03,Panayotis,9999-01-01
108138,Middleton,Senior Staff,1986-03-03,1953-06-26,Berto,9999-01-01
108148,Tyugu,Engineer,1996-03-29,1954-04-14,Szabolcs,9999-01-01
108150,Peternell,Engineer,1991-04-18,1955-12-28,Shrikanth,1996-04-17
108150,Peternell,Senior Engineer,1996-04-17,1955-12-28,Shrikanth,9999-01-01
108153,Puppo,Senior Staff,1987-04-01,1955-10-03,Lene,9999-01-01
108176,Piazza,Engineer,1988-12-02,1955-12-31,Aksel,1993-12-02
108176,Piazza,Senior Engineer,1993-12-02,1955-12-31,Aksel,9999-01-01
108179,Crelier,Engineer,1994-06-05,1955-04-23,Constantijn,2002-06-05
108179,Crelier,Senior Engineer,2002-06-05,1955-04-23,Constantijn,9999-01-01
108181,Passino,Engineer,1993-03-30,1954-11-04,Ulises,2000-03-30
108181,Passino,Senior Engineer,2000-03-30,1954-11-04,Ulises,9999-01-01
108184,Merks,Engineer,1988-11-14,1953-11-20,Kien,1995-11-15
108184,Merks,Senior Engineer,1995-11-15,1953-11-20,Kien,9999-01-01
108212,Versino,Senior Staff,1993-07-10,1952-02-08,Masali,9999-01-01
108212,Versino,Staff,1985-07-10,1952-02-08,Masali,1993-07-10
108217,Munoz,Senior Staff,1987-12-16,1952-06-26,Mohan,9999-01-01
108218,Piveteau,Engineer,1985-09-05,1953-01-24,Akeel,1993-09-05
108218,Piveteau,Senior Engineer,1993-09-05,1953-01-24,Akeel,9999-01-01
108223,Cangellaris,Technique Leader,1988-10-31,1955-01-08,Henk,9999-01-01
108244,Savasere,Engineer,1986-12-07,1954-12-31,Torsten,1993-12-07
108244,Savasere,Senior Engineer,1993-12-07,1954-12-31,Torsten,9999-01-01
108246,Spinelli,Senior Staff,1992-07-15,1953-03-04,Lijie,9999-01-01
108246,Spinelli,Staff,1986-07-16,1953-03-04,Lijie,1992-07-15
108251,Muhling,Engineer,1998-05-27,1955-07-18,Adhemar,9999-01-01
108262,Alpay,Engineer,1993-09-11,1954-02-18,Yannis,2000-09-11
108262,Alpay,Senior Engineer,2000-09-11,1954-02-18,Yannis,9999-01-01
108279,Chepyzhov,Senior Engineer,1987-04-04,1953-05-24,Kellie,9999-01-01
108300,Gyimothy,Senior Staff,1993-08-17,1952-05-02,Arlette,9999-01-01
108300,Gyimothy,Staff,1986-08-17,1952-05-02,Arlette,1993-08-17
108307,Suermann,Senior Staff,1993-07-29,1952-12-01,Diederik,9999-01-01
108307,Suermann,Staff,1988-07-29,1952-12-01,Diederik,1993-07-29
108325,Puppo,Engineer,1988-05-14,1954-08-17,Sudharsan,1994-05-14
108325,Puppo,Senior Engineer,1994-05-14,1954-08-17,Sudharsan,9999-01-01
108332,Swick,Senior Engineer,1995-04-14,1953-10-06,Genevieve,9999-01-01
108338,Schauser,Senior Engineer,1992-04-11,1953-12-01,Sadok,9999-01-01
108363,Luef,Staff,1996-12-20,1952-04-25,Aloke,9999-01-01
108364,Chelton,Senior Engineer,1988-05-15,1953-10-01,Jiafu,9999-01-01
108367,Rouquie,Senior Staff,1993-02-10,1954-09-02,Rimon,9999-01-01
108367,Rouquie,Staff,1985-02-10,1954-09-02,Rimon,1993-02-10
108375,Ananiadou,Senior Staff,1996-06-26,1952-09-13,Greger,9999-01-01
108375,Ananiadou,Staff,1987-06-27,1952-09-13,Greger,1996-06-26
108391,Pocchiola,Senior Staff,1986-10-16,1953-02-09,Naftali,9999-01-01
108410,Smailagic,Engineer,1992-12-10,1953-06-24,Sanjai,2001-12-10
108410,Smailagic,Senior Engineer,2001-12-10,1953-06-24,Sanjai,9999-01-01
108420,Pietrzykowski,Senior Staff,1994-12-26,1953-12-05,Baruch,9999-01-01
108420,Pietrzykowski,Staff,1987-12-26,1953-12-05,Baruch,1994-12-26
108433,Schaad,Engineer,1994-12-23,1955-04-27,Henk,1999-12-23
108433,Schaad,Senior Engineer,1999-12-23,1955-04-27,Henk,9999-01-01
108440,Conta,Senior Staff,1996-04-26,1952-07-14,Xiaoqiang,9999-01-01
108440,Conta,Staff,1987-04-27,1952-07-14,Xiaoqiang,1996-04-26
108453,Chappelet,Assistant Engineer,1987-05-15,1954-03-14,Ipke,1996-05-14
108453,Chappelet,Engineer,1996-05-14,1954-03-14,Ipke,9999-01-01
108461,Sury,Senior Staff,1992-10-28,1953-11-03,Aral,9999-01-01
108461,Sury,Staff,1986-10-29,1953-11-03,Aral,1992-10-28
108474,Schaft,Engineer,1987-02-21,1955-11-04,Stella,1995-02-21
108474,Schaft,Senior Engineer,1995-02-21,1955-11-04,Stella,9999-01-01
108503,Badr,Senior Engineer,1993-10-14,1953-05-10,Krisda,9999-01-01
108505,Iwayama,Senior Engineer,1995-12-23,1953-04-13,Arvin,9999-01-01
108507,Lund,Staff,1997-01-23,1952-10-28,Marsja,9999-01-01
108524,Chinal,Senior Engineer,1985-03-06,1952-02-07,Radhia,9999-01-01
108536,Baba,Senior Staff,1992-12-22,1955-07-18,Fumino,9999-01-01
108536,Baba,Staff,1987-12-23,1955-07-18,Fumino,1992-12-22
108541,Mapelli,Senior Staff,2001-07-11,1953-09-04,Jordanka,9999-01-01
108541,Mapelli,Staff,1992-07-11,1953-09-04,Jordanka,2001-07-11
108548,Aingworth,Senior Staff,1991-10-31,1954-01-04,Sajjad,9999-01-01
108548,Aingworth,Staff,1986-10-31,1954-01-04,Sajjad,1991-10-31
108561,Luft,Engineer,1989-12-21,1953-04-18,Kasturi,1995-12-21
108561,Luft,Senior Engineer,1995-12-21,1953-04-18,Kasturi,9999-01-01
108588,Coney,Engineer,1985-10-28,1955-09-01,Shahaf,1992-10-28
108588,Coney,Senior Engineer,1992-10-28,1955-09-01,Shahaf,9999-01-01
108597,Einsfeld,Engineer,1987-04-18,1952-02-21,Kazuhira,1992-04-17
108597,Einsfeld,Senior Engineer,1992-04-17,1952-02-21,Kazuhira,9999-01-01
108612,Joslin,Engineer,1986-02-01,1954-06-05,Ung,1992-02-01
108612,Joslin,Senior Engineer,1992-02-01,1954-06-05,Ung,9999-01-01
108616,Feldmann,Engineer,1987-03-17,1953-08-01,Fan,1995-03-17
108616,Feldmann,Senior Engineer,1995-03-17,1953-08-01,Fan,9999-01-01
